off_Rk,School,G,Pts,pass_cmp,pass_Att,cmp_Pct,pass_Yds,pass_TD,rush_Att,rush_Yds,rush_Avg,rush_TD,Plays,Yds,Avg_Yds,1st_down_Pass,1st_down_Rush,1st_down_Pen,1st_down_Tot,pen_No.,pen_Yds,Fum,Int,TO_Tot,year
59,Virginia,12,26.7,18.7,30.3,61.7,223.7,1.3,37.5,142.6,3.8,1.7,67.8,366.3,5.4,9.5,8.2,1.9,19.6,5.5,47.3,0.4,1.1,1.5,2005
60,Oregon State,11,26.6,24.3,41.7,58.2,296.5,1.2,37.7,122.5,3.2,1.5,79.5,419.0,5.3,13.9,6.5,1.7,22.1,8.9,78.9,1.2,2.1,3.3,2005
61,Clemson,12,26.3,20.7,31.4,65.8,231.6,1.2,37.5,153.0,4.1,1.7,68.9,384.6,5.6,9.9,9.2,1.9,21.0,4.8,40.5,0.4,0.8,1.3,2005
62,Kansas State,11,26.3,14.9,28.9,51.6,201.4,1.4,39.3,138.4,3.5,1.5,68.2,339.7,5.0,7.6,7.6,2.2,17.5,8.7,75.2,1.5,1.1,2.5,2005
63,Louisiana,11,26.0,12.4,21.5,57.4,132.4,0.3,48.3,254.3,5.3,3.1,69.8,386.6,5.5,6.9,12.5,1.3,20.6,6.5,56.6,1.1,0.8,1.9,2005
64,Boston College,12,25.8,21.7,34.7,62.5,242.8,1.4,37.4,145.0,3.9,1.8,72.1,387.8,5.4,11.7,8.1,1.5,21.3,6.8,54.8,0.8,1.0,1.8,2005
65,Arkansas,11,25.7,13.6,25.5,53.6,143.7,1.2,43.7,216.9,5.0,1.7,69.2,360.6,5.2,7.1,10.5,1.3,18.9,7.3,58.5,0.9,1.1,2.0,2005
66,Connecticut,11,24.7,14.2,27.9,50.8,149.5,1.3,44.2,174.8,4.0,1.5,72.1,324.3,4.5,6.9,9.6,2.4,18.9,6.2,47.2,1.0,0.9,1.9,2005
67,Nebraska,12,24.7,19.9,37.0,53.8,224.3,1.7,35.0,96.0,2.7,0.8,72.0,320.3,4.4,10.3,5.9,2.2,18.4,7.4,57.8,0.9,1.1,2.0,2005
68,Wyoming,11,24.6,20.3,34.3,59.2,245.7,1.6,32.4,117.5,3.6,1.4,66.6,363.2,5.5,10.3,6.8,2.6,19.7,5.9,54.5,1.2,1.7,2.9,2005
69,Arkansas State,12,24.5,13.5,24.9,54.2,176.9,1.1,40.1,193.2,4.8,1.8,65.0,370.1,5.7,7.3,9.8,1.1,18.3,10.1,75.9,0.9,0.8,1.8,2005
70,Maryland,11,24.5,19.1,31.9,59.8,249.1,1.4,39.3,134.8,3.4,1.5,71.2,383.9,5.4,11.6,8.6,1.7,22.0,5.1,44.1,0.7,1.5,2.3,2005
71,Stanford,11,24.5,18.8,30.6,61.4,223.9,1.6,35.2,92.3,2.6,0.7,65.8,316.2,4.8,10.5,6.0,1.7,18.3,5.1,40.3,0.8,0.7,1.5,2005
72,Wake Forest,11,24.5,15.6,26.6,58.7,161.3,0.6,47.7,197.5,4.1,1.8,74.4,358.8,4.8,6.7,10.3,1.3,18.3,6.4,62.1,0.9,0.9,1.8,2005
73,East Carolina,11,24.3,20.4,33.6,60.5,256.0,1.3,35.8,137.5,3.8,1.5,69.5,393.5,5.7,10.0,8.3,1.4,19.6,5.5,46.3,1.1,0.7,1.8,2005
74,Pitt,11,24.3,17.6,31.5,55.9,219.0,1.5,36.5,116.8,3.2,0.8,68.1,335.8,4.9,9.5,6.6,1.8,17.9,6.3,53.9,1.4,0.8,2.2,2005
75,South Carolina,12,23.7,17.8,29.6,60.0,220.8,1.8,30.4,95.2,3.1,1.1,60.0,315.9,5.3,9.9,5.7,1.6,17.2,6.0,46.5,0.8,1.0,1.8,2005
76,Akron,13,23.6,21.8,41.6,52.5,277.0,1.8,32.5,107.3,3.3,0.9,74.1,384.3,5.2,11.8,6.1,1.5,19.5,7.4,62.8,0.8,0.9,1.7,2005
77,Central Michigan,11,23.6,23.5,38.7,60.8,260.1,1.5,39.5,158.8,4.0,1.4,78.2,418.9,5.4,11.5,8.2,1.0,20.6,8.4,77.9,0.4,0.5,0.9,2005
78,Colorado,13,23.5,20.4,34.8,58.5,222.8,1.2,32.9,110.3,3.4,1.2,67.8,333.1,4.9,9.9,6.4,2.4,18.7,9.5,83.4,1.0,0.6,1.6,2005
79,Florida International,11,23.4,21.1,34.9,60.4,235.9,1.3,32.5,122.5,3.8,1.1,67.5,358.5,5.3,11.0,7.4,2.0,20.4,7.7,67.3,1.6,1.1,2.7,2005
80,South Florida,12,23.0,11.9,25.3,47.2,144.6,0.7,48.3,203.0,4.2,1.9,73.5,347.6,4.7,6.8,10.8,0.9,18.6,8.8,69.3,0.8,1.3,2.1,2005
81,Arizona,11,22.9,19.2,33.5,57.3,229.3,1.7,34.7,122.0,3.5,1.0,68.2,351.3,5.2,9.9,7.1,2.5,19.5,6.6,52.8,1.1,1.5,2.5,2005
82,Indiana,11,22.5,20.3,36.6,55.3,219.6,2.2,38.6,131.2,3.4,0.8,75.3,350.8,4.7,9.6,8.5,1.5,19.6,6.7,55.0,0.8,1.5,2.3,2005
83,San Jose State,11,22.5,15.5,32.7,47.5,200.9,1.3,35.4,144.5,4.1,1.3,68.1,345.5,5.1,8.1,7.7,1.5,17.4,6.3,52.2,0.7,1.0,1.7,2005
84,Kansas,12,22.4,17.6,33.0,53.3,195.7,1.1,35.4,134.0,3.8,1.3,68.4,329.7,4.8,8.8,6.8,1.7,17.3,7.3,65.9,0.8,1.6,2.4,2005
85,Idaho,11,22.1,21.7,38.5,56.5,257.3,1.5,31.8,78.4,2.5,0.7,70.3,335.6,4.8,12.0,4.4,2.0,18.4,8.6,77.6,0.8,1.7,2.5,2005
86,Alabama,12,21.9,17.4,29.3,59.5,216.4,1.3,38.6,142.5,3.7,1.0,67.8,358.9,5.3,8.5,8.6,1.4,18.5,6.2,46.8,0.7,0.3,1.0,2005
87,Rice,11,21.9,8.1,19.1,42.4,103.3,0.8,54.5,234.2,4.3,2.0,73.6,337.5,4.6,4.0,14.5,2.0,20.5,4.9,44.2,1.5,1.1,2.5,2005
88,Eastern Michigan,11,21.8,23.8,38.4,62.1,222.7,1.5,32.6,123.2,3.8,0.9,71.0,345.9,4.9,10.8,7.1,1.5,19.4,5.7,51.8,0.4,0.5,0.9,2005
89,Kentucky,11,21.7,16.2,27.6,58.6,168.8,0.5,35.5,128.6,3.6,1.9,63.2,297.5,4.7,7.3,7.8,1.6,16.7,4.7,41.1,1.5,0.8,2.3,2005
90,Louisiana-Monroe,11,21.7,19.7,36.8,53.6,210.2,1.2,36.6,139.2,3.8,1.5,73.5,349.4,4.8,9.5,8.8,2.0,20.4,8.5,67.4,1.3,1.0,2.3,2005
91,Baylor,11,21.5,20.2,35.6,56.6,208.0,1.2,35.0,109.9,3.1,0.9,70.6,317.9,4.5,9.8,7.2,1.2,18.2,8.1,69.6,1.1,1.1,2.2,2005
92,Washington,11,21.5,15.5,29.5,52.5,222.8,1.1,34.5,135.2,3.9,1.4,64.0,358.0,5.6,9.5,6.3,1.7,17.5,6.2,50.5,1.1,0.7,1.8,2005
93,Tulane,11,21.3,19.8,38.5,51.5,231.9,1.8,31.0,89.0,2.9,0.8,69.5,320.9,4.6,10.3,6.5,1.2,17.9,5.4,48.4,0.9,1.5,2.4,2005
94,Ball State,11,21.2,18.8,30.7,61.2,189.0,1.6,37.5,110.0,2.9,0.7,68.2,299.0,4.4,8.6,7.1,1.4,17.1,6.6,59.0,0.6,0.7,1.4,2005
95,North Carolina State,12,20.8,15.3,27.9,54.6,190.2,1.2,36.7,124.4,3.4,1.1,64.6,314.6,4.9,7.6,6.3,1.5,15.4,7.6,61.9,0.8,1.2,2.0,2005
96,SMU,11,20.8,15.4,29.4,52.3,176.1,0.9,37.8,132.2,3.5,1.2,67.2,308.3,4.6,7.5,6.9,1.6,16.1,6.9,60.8,1.3,0.7,2.0,2005
97,Oklahoma State,11,20.2,14.5,29.3,49.4,170.9,1.0,39.3,153.9,3.9,1.5,68.5,324.8,4.7,7.8,8.7,1.4,17.9,7.5,57.5,1.6,1.5,3.2,2005
98,Army,11,20.0,15.8,28.4,55.8,175.6,1.0,42.9,140.3,3.3,1.5,71.3,315.9,4.4,8.3,8.9,1.5,18.7,6.2,45.6,0.5,1.4,1.8,2005
99,Middle Tennessee State,11,19.1,18.9,28.7,65.8,198.5,0.8,39.0,109.1,2.8,1.6,67.7,307.5,4.5,9.4,6.6,1.4,17.4,8.1,73.3,0.5,0.6,1.1,2005
100,Utah State,11,18.9,16.8,27.9,60.3,200.0,1.3,39.7,117.0,2.9,0.9,67.6,317.0,4.7,8.7,7.6,2.0,18.4,6.3,61.6,1.0,0.7,1.7,2005
101,UNLV,11,18.8,19.5,35.8,54.6,217.2,1.4,33.3,108.0,3.2,0.9,69.1,325.2,4.7,9.8,6.7,1.8,18.4,8.3,60.9,0.6,1.5,2.2,2005
102,Tennessee,11,18.6,16.9,32.4,52.2,198.0,1.0,36.3,128.3,3.5,0.9,68.6,326.3,4.8,8.9,7.6,1.3,17.8,7.9,60.9,1.3,1.2,2.5,2005
103,Georgia Tech,12,18.5,16.4,34.8,47.1,195.3,1.0,38.7,153.8,4.0,1.1,73.5,349.0,4.7,9.3,8.7,2.0,20.0,7.3,57.2,0.6,1.0,1.6,2005
104,Marshall,11,18.5,20.7,37.0,56.0,205.1,1.1,34.1,123.9,3.6,1.2,71.1,329.0,4.6,10.7,7.8,1.5,20.1,5.3,38.7,1.0,1.3,2.3,2005
105,North Carolina,11,18.0,16.6,32.4,51.4,214.3,0.8,36.6,101.5,2.8,0.9,69.0,315.7,4.6,9.1,7.0,1.9,18.0,8.0,66.9,0.8,1.1,1.9,2005
106,Cincinnati,11,17.5,17.9,31.6,56.6,199.9,1.4,38.7,124.5,3.2,0.9,70.4,324.5,4.6,9.4,8.6,2.0,20.0,6.2,52.4,1.1,1.2,2.3,2005
107,Ohio,11,17.5,10.9,24.0,45.5,118.5,0.5,38.8,174.1,4.5,1.5,62.8,292.5,4.7,4.6,8.4,1.7,14.7,7.5,62.5,0.5,1.1,1.6,2005
108,Illinois,11,17.0,20.2,33.7,59.8,196.5,1.1,39.8,158.2,4.0,0.8,73.5,354.6,4.8,9.0,9.6,1.4,20.0,6.3,50.6,0.5,1.3,1.7,2005
109,New Mexico State,12,16.5,25.8,45.6,56.7,266.0,1.4,28.9,78.4,2.7,0.7,74.5,344.4,4.6,11.3,5.8,1.9,19.1,5.3,41.2,1.3,1.8,3.2,2005
110,Kent State,11,16.4,23.8,42.5,56.1,237.5,1.4,25.8,45.9,1.8,0.5,68.3,283.4,4.2,10.5,3.5,2.0,16.0,6.8,56.7,0.8,2.0,2.8,2005
111,Duke,11,16.1,12.2,25.8,47.2,121.0,0.5,39.5,127.1,3.2,1.5,65.4,248.1,3.8,5.5,7.2,1.4,14.0,7.4,63.7,0.8,1.5,2.4,2005
112,Troy,11,15.9,13.6,27.1,50.3,166.9,1.1,39.1,118.2,3.0,0.5,66.2,285.1,4.3,7.2,8.1,1.6,16.9,6.5,56.0,1.0,1.3,2.3,2005
113,North Texas,11,14.3,12.3,25.3,48.6,129.3,0.8,36.8,142.6,3.9,0.7,62.1,271.9,4.4,5.6,6.7,1.4,13.7,8.2,74.3,0.7,1.2,1.9,2005
114,Mississippi State,11,13.9,13.3,27.5,48.3,138.5,0.9,35.0,137.6,3.9,0.8,62.5,276.2,4.4,6.2,7.6,0.8,14.6,6.4,55.7,0.9,0.9,1.8,2005
115,Syracuse,11,13.8,12.6,27.6,45.7,150.8,0.5,36.0,106.5,3.0,1.0,63.6,257.4,4.0,6.5,5.3,1.2,12.9,6.1,50.2,1.1,1.4,2.5,2005
116,Florida Atlantic,11,13.5,14.2,27.0,52.5,177.8,1.2,38.5,114.5,3.0,0.5,65.5,292.3,4.5,7.8,7.3,1.3,16.4,8.3,67.0,0.7,1.5,2.3,2005
117,Ole Miss,11,13.5,17.9,33.7,53.1,208.5,0.8,30.2,73.3,2.4,0.5,63.9,281.7,4.4,9.6,3.7,1.1,14.5,5.5,42.2,0.5,1.6,2.2,2005
118,Buffalo,11,10.0,17.4,30.1,57.7,170.5,0.6,37.4,107.9,2.9,0.6,67.5,278.5,4.1,6.9,6.9,1.7,15.5,6.9,62.6,1.1,1.4,2.5,2005
119,Temple,11,9.7,14.4,30.1,47.7,165.5,0.4,34.6,82.0,2.4,0.8,64.7,247.5,3.8,7.5,5.7,1.7,15.0,5.2,42.0,1.4,1.3,2.6,2005
1,Louisville,12,49.8,21.3,29.9,71.3,288.6,2.3,44.5,250.4,5.6,3.9,74.4,539.0,7.2,13.7,12.1,1.2,26.9,5.6,51.9,0.9,0.4,1.3,2004
2,Boise State,12,48.9,18.4,29.6,62.3,262.8,1.5,49.7,229.8,4.6,4.1,79.3,492.7,6.2,12.0,12.6,1.5,26.1,6.4,55.9,0.8,1.1,1.8,2004
3,Utah,12,45.3,19.3,28.7,67.4,263.7,2.8,43.8,236.1,5.4,3.0,72.4,499.8,6.9,11.3,12.1,2.0,25.4,7.3,63.8,0.8,0.4,1.2,2004
4,Bowling Green State,12,44.3,26.1,39.3,66.3,338.1,3.4,36.0,168.3,4.7,1.9,75.3,506.3,6.7,16.2,8.8,1.2,26.1,6.8,54.4,0.5,0.3,0.8,2004
5,Fresno State,12,40.2,14.6,24.8,58.7,177.0,1.9,42.2,227.5,5.4,3.0,67.0,404.5,6.0,8.2,10.8,1.5,20.5,7.7,72.1,0.6,1.3,1.8,2004
6,USC,13,38.2,21.7,33.1,65.6,271.7,2.6,37.9,177.4,4.7,2.1,71.0,449.1,6.3,11.5,9.5,1.5,22.5,5.6,46.2,0.9,0.5,1.5,2004
7,California,12,36.8,18.3,27.6,66.2,235.7,2.3,42.4,256.8,6.1,2.5,70.0,492.4,7.0,10.5,12.2,1.6,24.3,5.9,56.1,0.8,0.7,1.5,2004
8,Texas Tech,12,36.2,35.5,54.3,65.4,399.7,2.8,24.4,92.0,3.8,1.9,78.7,491.7,6.3,18.4,5.8,2.6,26.8,9.2,75.0,0.5,1.5,2.0,2004
9,Hawaii,13,35.9,28.5,48.9,58.2,338.6,2.9,20.3,95.9,4.7,1.3,69.2,434.5,6.3,15.8,5.1,1.2,22.2,6.0,49.8,0.6,1.4,2.0,2004
10,Memphis,12,35.8,19.6,35.1,55.8,257.2,2.1,40.2,203.2,5.1,2.2,75.3,460.3,6.1,11.1,10.4,1.4,22.9,6.4,52.7,0.4,1.3,1.7,2004
11,UTEP,12,35.8,19.1,32.8,58.3,251.3,2.4,37.8,142.3,3.8,1.7,70.6,393.6,5.6,10.3,7.5,2.1,19.8,6.2,52.6,0.8,1.5,2.3,2004
12,Texas,12,35.3,13.3,22.9,57.8,165.3,1.0,51.3,299.2,5.8,3.4,74.2,464.4,6.3,7.7,14.8,1.2,23.7,7.7,59.3,0.6,0.9,1.5,2004
13,Northern Illinois,12,35.1,14.0,25.4,55.1,200.6,1.8,45.8,238.2,5.2,2.3,71.3,438.8,6.2,8.5,11.8,1.4,21.8,5.6,50.4,0.1,0.9,1.0,2004
14,Oklahoma,13,34.8,20.6,31.2,66.0,253.7,2.8,43.5,208.4,4.8,1.7,74.7,462.1,6.2,11.1,11.3,1.5,23.8,6.5,56.4,0.7,0.7,1.4,2004
15,Toledo,13,33.2,23.7,34.5,68.6,298.4,2.2,40.5,160.8,4.0,2.0,75.1,459.2,6.1,11.2,10.0,1.8,23.1,5.5,50.5,1.2,0.8,1.9,2004
16,Texas Christian,11,32.9,18.5,33.2,55.9,264.5,1.9,43.3,166.2,3.8,2.4,76.5,430.7,5.6,11.5,8.5,2.0,22.1,8.8,82.5,0.5,0.7,1.2,2004
17,Oklahoma State,12,32.3,8.7,16.8,51.7,143.5,1.2,49.5,237.0,4.8,2.7,66.3,380.5,5.7,5.4,12.4,0.9,18.8,4.4,35.4,0.3,0.4,0.8,2004
18,Auburn,13,32.1,16.2,23.7,68.5,237.4,1.9,42.5,183.3,4.3,2.1,66.2,420.7,6.4,9.5,10.3,1.0,20.8,6.2,52.8,0.9,0.7,1.6,2004
19,Florida,12,31.8,20.3,33.9,59.7,271.1,2.4,34.6,155.8,4.5,1.7,68.5,426.9,6.2,11.5,8.4,1.3,21.2,8.8,70.3,0.7,1.0,1.7,2004
20,Purdue,12,31.8,24.8,40.5,61.1,321.2,3.2,35.3,125.3,3.5,0.9,75.8,446.5,5.9,14.2,7.4,1.8,23.3,5.9,52.3,0.8,0.7,1.5,2004
21,Miami (FL),12,31.7,17.3,30.8,55.9,234.3,1.8,35.2,131.0,3.7,1.3,66.0,365.3,5.5,10.4,6.8,0.7,17.9,7.9,61.3,0.6,0.5,1.1,2004
22,Miami (OH),13,31.3,21.3,35.4,60.2,279.6,1.8,34.8,120.1,3.4,1.9,70.2,399.7,5.7,12.8,7.5,1.5,21.8,6.3,51.5,1.1,1.2,2.3,2004
23,UAB,12,31.0,16.6,30.1,55.1,256.1,2.2,35.9,146.9,4.1,1.5,66.0,403.0,6.1,10.6,8.7,1.9,21.2,6.6,51.6,0.8,0.7,1.4,2004
24,Michigan,12,30.8,20.7,34.6,59.8,232.9,2.1,40.1,153.6,3.8,1.3,74.7,386.5,5.2,10.4,9.2,1.3,20.8,5.2,45.6,0.8,1.0,1.8,2004
25,Virginia Tech,13,30.8,13.8,24.5,56.1,187.3,1.8,42.5,178.2,4.2,1.4,67.0,365.5,5.5,8.3,9.8,1.8,19.9,7.7,63.9,0.8,0.7,1.5,2004
26,Kent State,11,30.5,22.1,35.2,62.8,224.8,1.7,37.7,154.1,4.1,2.2,72.9,378.9,5.2,9.7,9.3,2.3,21.3,7.0,61.6,1.3,0.7,2.0,2004
27,Connecticut,12,30.3,24.3,38.7,62.9,281.3,1.9,35.1,148.4,4.2,1.3,73.8,429.8,5.8,13.8,7.4,1.3,22.4,5.6,52.1,0.8,1.3,2.0,2004
28,Virginia,12,30.3,14.9,23.7,63.0,180.6,0.8,45.8,242.8,5.3,2.8,69.5,423.4,6.1,8.1,12.6,1.3,22.0,5.6,50.0,0.4,0.4,0.8,2004
29,Minnesota,12,30.1,10.7,22.4,47.6,181.5,1.4,47.7,256.8,5.4,2.4,70.1,438.3,6.3,7.0,12.3,1.2,20.4,5.4,38.9,0.3,0.8,1.1,2004
30,UCLA,12,30.1,17.0,29.8,57.0,225.1,1.8,38.8,184.9,4.8,1.5,68.7,410.0,6.0,9.6,8.9,1.7,20.2,5.4,43.4,1.1,1.1,2.2,2004
31,West Virginia,12,30.1,12.4,21.6,57.5,166.1,1.7,49.2,252.8,5.1,1.9,70.8,418.9,5.9,7.1,11.7,1.5,20.3,8.9,84.0,0.9,0.9,1.8,2004
32,Arizona State,12,29.8,24.1,41.8,57.6,317.3,2.9,36.3,118.1,3.3,0.5,78.1,435.4,5.6,13.7,6.5,1.8,21.9,7.4,68.6,1.1,0.8,1.9,2004
33,Arkansas,11,29.8,14.7,26.0,56.6,210.5,1.7,42.5,187.4,4.4,2.0,68.5,397.9,5.8,9.2,9.4,1.1,19.6,5.7,41.4,0.5,1.2,1.7,2004
34,Eastern Michigan,11,29.8,21.3,41.3,51.5,262.1,1.9,38.5,165.8,4.3,1.3,79.7,427.9,5.4,11.4,10.0,1.1,22.5,7.3,67.2,1.1,1.2,2.3,2004
35,Nevada,12,29.7,23.2,39.4,58.8,264.7,1.5,38.6,154.1,4.0,2.2,78.0,418.8,5.4,12.8,9.3,1.4,23.6,7.7,68.4,1.0,1.2,2.2,2004
36,Air Force,11,29.6,10.3,17.2,59.8,148.1,1.1,58.9,277.4,4.7,2.9,76.1,425.5,5.6,7.2,14.6,1.9,23.7,5.2,45.4,0.7,0.7,1.5,2004
37,Kansas State,11,29.6,16.0,28.5,56.1,177.9,1.1,43.6,185.8,4.3,2.3,72.2,363.7,5.0,8.0,10.9,1.5,20.5,6.3,45.3,1.4,0.8,2.2,2004
38,Michigan State,12,29.4,19.5,33.3,58.6,221.5,1.3,41.7,238.5,5.7,1.8,74.9,460.0,6.1,10.1,11.3,1.1,22.4,6.3,54.0,0.6,1.4,2.0,2004
39,Tennessee,13,29.1,16.2,28.9,55.9,213.5,2.1,40.0,186.0,4.7,1.6,68.9,399.5,5.8,10.3,9.2,1.8,21.2,6.5,56.3,0.5,1.2,1.7,2004
40,Tulsa,12,28.8,15.3,28.2,54.4,186.8,1.1,42.8,168.4,3.9,2.0,70.9,355.3,5.0,7.6,10.6,1.9,20.1,6.3,56.1,0.8,1.3,2.2,2004
41,Cincinnati,12,28.7,18.2,31.3,58.0,222.2,2.2,43.8,183.4,4.2,1.4,75.1,405.6,5.4,9.9,9.6,1.4,20.9,6.4,50.2,1.0,1.0,2.0,2004
42,LSU,12,28.7,14.9,26.6,56.1,201.8,1.6,42.2,193.8,4.6,1.7,68.8,395.6,5.8,9.7,10.4,0.8,20.8,6.0,45.6,1.3,0.8,2.1,2004
43,San Jose State,11,28.4,12.3,23.9,51.3,175.7,1.4,40.1,162.0,4.0,2.0,64.0,337.7,5.3,6.4,9.8,1.5,17.7,6.3,55.6,1.1,0.8,1.9,2004
44,Texas A&M,12,28.4,18.6,31.5,59.0,261.2,1.5,36.2,167.3,4.6,2.0,67.7,428.4,6.3,10.9,7.8,1.4,20.1,8.3,71.3,0.8,0.3,1.1,2004
45,Georgia,12,27.9,16.8,30.3,55.4,247.7,2.0,38.6,156.8,4.1,1.3,68.8,404.5,5.9,11.0,7.9,0.7,19.6,7.8,66.3,1.2,0.4,1.6,2004
46,Navy,12,27.8,5.4,10.2,53.3,99.3,0.7,57.4,289.5,5.0,3.0,67.6,388.8,5.8,4.0,15.3,0.6,19.9,4.2,35.8,1.0,0.3,1.3,2004
47,Tulane,11,27.3,18.4,30.7,59.8,234.1,2.5,34.2,126.5,3.7,1.0,64.9,360.6,5.6,10.8,6.8,1.1,18.7,5.6,50.7,0.5,1.2,1.7,2004
48,Pitt,12,27.1,19.3,34.5,56.0,260.1,2.0,37.3,97.8,2.6,0.8,71.8,357.8,5.0,11.1,6.2,2.1,19.3,5.8,46.7,0.5,0.6,1.1,2004
49,Oregon State,12,26.7,23.9,44.3,53.9,308.8,2.4,31.5,70.7,2.2,0.8,75.8,379.5,5.0,14.8,3.8,1.8,20.3,8.6,78.8,0.9,1.4,2.3,2004
50,North Carolina,12,26.6,16.8,28.3,59.6,214.4,1.5,36.3,176.3,4.9,1.6,64.6,390.7,6.0,9.8,8.0,0.7,18.5,5.4,42.8,0.7,0.9,1.6,2004
51,Wyoming,12,26.5,19.6,33.6,58.3,240.4,1.6,39.8,129.3,3.2,1.3,73.4,369.8,5.0,10.9,7.5,3.3,21.8,6.9,60.3,0.5,1.3,1.8,2004
52,Florida International,10,26.1,22.0,38.6,57.0,245.9,1.5,30.0,132.7,4.4,1.2,68.6,378.6,5.5,11.5,7.2,0.8,19.5,5.3,41.6,0.4,1.6,2.0,2004
53,North Texas,12,25.8,11.6,20.8,55.6,157.6,1.2,40.9,186.4,4.6,1.8,61.8,344.0,5.6,6.4,8.6,1.6,16.6,7.7,69.2,0.8,0.3,1.1,2004
54,Southern Mississippi,12,25.8,14.2,29.3,48.4,181.3,1.3,39.2,144.9,3.7,1.7,68.4,326.3,4.8,8.3,8.2,1.1,17.6,6.9,59.4,0.8,0.8,1.5,2004
55,Louisiana Tech,12,25.7,12.8,25.0,51.3,179.8,0.9,40.8,200.3,4.9,2.1,65.8,380.0,5.8,6.8,9.8,1.8,18.4,7.1,59.1,1.3,0.9,2.3,2004
56,Oregon,11,25.6,20.8,35.3,59.0,238.3,2.0,39.0,158.7,4.1,1.1,74.3,397.0,5.3,10.7,9.2,1.6,21.5,8.6,79.7,1.3,0.9,2.2,2004
57,Rice,11,25.4,5.4,12.4,43.4,75.3,0.5,62.5,306.5,4.9,2.7,74.9,381.8,5.1,3.5,15.9,2.2,21.6,5.6,49.6,1.2,1.0,2.2,2004
58,Florida State,12,25.2,17.9,33.5,53.5,210.5,0.9,38.3,162.0,4.2,1.6,71.8,372.5,5.2,8.3,9.1,2.0,19.3,9.7,86.2,0.6,1.3,1.8,2004
59,Nebraska,11,25.0,14.2,29.3,48.4,186.9,1.5,37.5,176.3,4.7,1.6,66.7,363.2,5.4,8.7,7.7,1.2,17.6,6.8,51.0,0.9,2.1,3.0,2004
60,Washington State,11,25.0,17.2,35.4,48.6,240.6,1.8,37.3,128.0,3.4,1.2,72.6,368.6,5.1,10.0,5.5,2.5,18.0,7.0,65.7,1.6,1.1,2.7,2004
61,New Mexico State,11,24.8,19.0,30.9,61.5,243.6,1.6,36.9,129.3,3.5,1.3,67.8,372.9,5.5,10.9,6.9,1.9,19.7,8.6,78.9,1.1,0.6,1.7,2004
62,Boston College,12,24.7,21.3,35.5,60.1,245.3,1.7,37.4,140.1,3.7,1.0,72.9,385.4,5.3,10.8,7.7,1.7,20.2,7.3,58.3,0.8,1.1,1.8,2004
63,Akron,11,24.6,20.3,32.0,63.4,239.5,1.6,34.5,97.3,2.8,1.2,66.5,336.8,5.1,10.5,6.6,1.5,18.6,5.5,47.1,0.7,0.7,1.5,2004
64,Alabama,12,24.6,12.2,21.8,55.9,141.6,0.9,41.8,185.1,4.4,1.8,63.6,326.7,5.1,6.7,8.4,1.1,16.2,5.8,51.2,0.8,0.9,1.7,2004
65,Northwestern,12,24.6,20.8,38.6,53.8,237.3,1.0,37.1,172.2,4.6,1.9,75.7,409.5,5.4,11.0,9.6,1.3,21.9,6.6,57.4,0.2,0.8,0.9,2004
66,South Florida,11,24.6,13.2,27.6,47.7,165.5,0.7,40.6,187.8,4.6,2.1,68.3,353.3,5.2,7.8,9.6,0.9,18.4,9.5,80.9,0.9,1.0,1.9,2004
67,Middle Tennessee State,11,24.5,25.6,36.7,69.8,267.7,1.4,32.7,106.5,3.3,1.5,69.5,374.3,5.4,12.6,5.8,1.5,19.9,7.8,69.2,0.9,1.5,2.4,2004
68,Rutgers,11,24.5,27.5,43.0,64.1,310.5,1.7,33.4,83.5,2.5,0.8,76.4,394.0,5.2,14.0,5.1,1.8,20.9,7.0,54.5,1.4,1.8,3.2,2004
69,Brigham Young,11,24.3,21.3,38.5,55.3,279.5,1.6,34.8,103.2,3.0,1.1,73.3,382.7,5.2,11.3,6.3,2.0,19.5,7.5,63.8,1.5,1.3,2.7,2004
70,Florida Atlantic,12,24.3,18.2,30.8,59.1,267.7,1.4,39.0,125.8,3.2,1.3,69.8,393.4,5.6,10.7,6.8,1.2,18.6,9.3,84.3,0.8,1.1,1.9,2004
71,Iowa,12,24.3,19.9,32.1,62.1,240.1,1.7,35.7,72.6,2.0,0.8,67.8,312.7,4.6,9.9,5.3,1.4,16.6,7.6,56.3,0.4,1.2,1.6,2004
72,Marshall,12,24.3,20.7,35.4,58.4,208.6,1.6,33.6,112.7,3.4,0.9,69.0,321.3,4.7,9.9,7.2,1.0,18.1,6.4,56.4,0.8,1.3,2.1,2004
73,Ohio State,12,24.2,13.8,25.8,53.5,175.4,1.2,36.8,145.4,4.0,0.9,62.6,320.8,5.1,7.8,6.6,1.1,15.5,5.9,44.8,1.2,0.8,1.9,2004
74,Notre Dame,12,24.1,16.3,30.2,53.9,218.1,1.4,38.3,127.4,3.3,1.4,68.5,345.5,5.0,9.7,7.3,1.2,18.1,5.6,45.7,0.5,0.8,1.3,2004
75,North Carolina State,11,24.0,17.4,31.2,55.7,202.0,1.1,39.5,147.0,3.7,1.4,70.7,349.0,4.9,9.6,8.0,1.6,19.3,9.2,70.8,1.5,1.5,2.9,2004
76,Syracuse,12,23.9,15.1,26.6,56.7,170.3,0.7,39.8,178.8,4.5,1.9,66.3,349.0,5.3,8.1,8.3,1.8,18.2,7.3,63.7,1.0,1.2,2.2,2004
